Subject,Character,Text
SID000863,TamiTaylor,"Okay so Tami Taylor is Coach Taylor's wife and Julie Taylor's Mom. She's also I think, my favorite character in the show, she's very fierce and strong-headed. In the very beginning of the show it seems like she might just be a stay-at-home mom and has been a homemaker for a while and then you see her 
 ? getting a job and she becomes the I believe the school guidance counselor. What else about her... she ...  being the coach's wife I think a lot comes with it and like being Coach Taylor she kind of can't go anywhere without being recognized and
 no matter where she goes people are just giving her advice that is just completely unwarranted. Advice like 'oh the team should do this' or 'they should run this play more' or do this and that and it's difficult for her often to know who her real friends are and rather than those who just kinda want to ... be her friend rather than those who want to get close to her in order to 
 know the team better, which also is, I also just find really funny because it's a high school football team. But that's just me personally. Yeah she, like I said before, she's very strong-willed and stubborn and seems to have a great relationship with her husband and her daughter."
SID000863,TimRiggins,"Okay so Tim Riggins is your classic bad boy in a TV show. I almost think that he kinda tries too hard to give off that persona, but that's just him. Every girl wants to be with him and but I personally think he's kinda gross. He is 
 one of the stars on the football team but comes from a pretty low income family, don't really, I don't think he's seen any parental figure in his life. He lives with his brother who's always drunk from what I've seen, does whatever he wants and then just plays football. He was dating or Tyra at the beginning of 
 the episodes but then they broke up and towards the end he became infatuated Lyla Garrity and is now pursuing that. So that's interesting. I think that he feels responsible for Jason Street becoming paralyzed or there's something going on there but he is or was  
 Jason Street's best friend but won't go visit him in the hospital anymore. And keeps re-watching the tape from when Jason got injured and so there's also yeah something going on there. But yeah he needs to kinda figure his stuff out, but he's your typical bad boy."
SID000863,TyraCollette,"Okay in all seriousness I'm still trying to figure out Tyra's role completely in the show. She began as Tim Riggin's girlfriend but seems to just stir up trouble and just kinda passes herself along from one player to the next, especially between Tim and  
 Smash who are two players that have both described themselves as hating the other. And she's completely aware of this, and defintely just seems as though she likes to stir up trouble between those two which then stirs up trouble between... she is also close with Jason Street but
 other than that I am not completely sure of her role to the show. Yeah don't really have much to say on Tyra yet, I'm sure she'll become a leading actress in the show.  
 ... Oh ???? she broke up with Tim ... I don't know. ..."
SID000864,BuddyGarrity,Google Speech Recognition could not understand audio
SID000864,CoachTaylor,Google Speech Recognition could not understand audio
SID000864,JasonStreet,Google Speech Recognition could not understand audio
SID000864,JulieTaylor,Google Speech Recognition could not understand audio
SID000864,LandryClarke,Google Speech Recognition could not understand audio
SID000864,LylaGarrity,Google Speech Recognition could not understand audio
SID000864,MattSaracen,Google Speech Recognition could not understand audio
SID000864,SmashWilliams,yeah she does
SID000864,TamiTaylor,Google Speech Recognition could not understand audio
SID000864,TimRiggins,his mind showing up
SID000864,TyraCollette,"450 wildfire I hope you know how to swim I'll take an injury 
 yes"
SID000868,BuddyGarrity,"Buddy is the character that I hate the most. He's really despicable in the way he goes about things all he really literally all he cares about is winning and it's not even his team which makes it all the more annoying cuz like he's just trying to, I dunno, he's just trying to like live out like his former glory or just trying to like just like trying to, 
 like I know he's trying to give him like give his team the best shot at winning, but also he just doesn't care about people's feelings or like the team's emotions at all he's like 'oh this Katrina quarterback is gonna be the best kid' and like he like tries to come under the guise that he's like doing good for this kid, but like clearly all he cares about is winning the state championship, he doesn't care about the kid at all like he doesn't care about like that the kid's a Katrina refugee or whatever so he's really despicable.
 I really hate him. He's just all up in your face doesn't care what you really have to say either and he really seems like one of those guys who will like talk nice to your face and then like talk trash behind your back and also he just makes a lot of promises that he he can't keep cuz he's not in a position to even make those promises cuz he doesn't have control over them. And he really tries to force his ideas and thoughts on to other people. It's just ridiculous cuz like  
 you can like say your ideas but you don't have to try and make other people and pressure and put them into action just cuz you think they're the best like the best ones out there. He's a really negative influence. He just embodies like the idea that winning is everything and nothing else matters which is just despicable. Duplicitous. Just a two-faced character, I don't like him."
SID000868,CoachTaylor,"Coach Taylor's a really stand up guy who's really put through a lot just cuz there's so much pressure around the football team but I think that in spite of like all the struggles that he has to go through he really stays true to his core values, doesn't let the outside talk phase him and he has a really good support group because like his family is really solid all around too.
 He's really faced with like a lot of tough decisions to make especially within ? of the star quarterback, but I think he really makes the right ones and he really knows how to relate to the high school kids both, because like he like he's tough to them but he also shows that he cares and like he shows he's not like a heartless person who like only cares about winning and that's it. 
 Like it's like still very evident that he cares about them as people. His honesty, respect for others really, and really his tenacity and like ability to like know when to like hold back from like confrontation like when that guy was like trash talking him in the diner when he was ordering food with his daughter. Like he just knows when to back off and he knows like how to pick his fights and  
 not let people phase him. I think that's going to be really important for him like as like time goes on and like new challenges arise. Just a really good person, really good father, really good coach, really good human being in general and he's someone that is definitely going to carry this football team to glory and like he will do it."
SID000868,JasonStreet,"So the biggest thing with Jason and the biggest I feel about him, it's always going to be the biggest 'what if' he didn't get injured. Obviously if he didn't get injured, the whole course of the movie would be a lot different there wouldn't be honestly there wouldn't be like any struggles. Like the team would have been much better like there would have been none of that controversy. But also it's like really sad to see like how he starts out, like so strong, self-assured, 
 and like really confident and like really like a nice like good guy because like and he like has everything going for him and then how quickly that all falls apart, health deteriorates, and like how he just like becomes mentally just like unconfident of his ability to like ever become himself ever ever become himself again and like he doesn't act, he doesn't he like loses his confidence in himself
 and he also just like pushes away his girlfriend too which is like really sad cuz like Lyla was like super supportive of him but like he just he just like threw a fit at her and just like go away which was like, I mean there's like no reason to do that and it's just like really sad to see him taking out his frustration on someone who was just trying to support him, make him feel better. And then like when he's moved to the physical rehab center 
 he still just refuses to accept that he's ever going to get better and he really just like stops trying which is really pitiful. And like the guy ? went there and knows how to push his buttons. And I feel like towards the end we like really see him like realizing that like he needs to like work at himself to get better and he needs I think he realizes that he needs to start like making an effort in rehab and his life."
SID000868,JulieTaylor,"Julie is a very like solid, a really solid person and just a really really a good girl and like a like a really good daughter as well for the coach. She just kinda just minds her own business and goes about her own activities, doesn't like harm anyone, doesn't cause any drama, 
 in the story and like it's hard for her sometimes because like her father is the coach of the football team and that can result in difficulties with her like not being able to like have her father's attention all the time for like her recitals or something but I mean ultimately she takes it pretty well considering like that she's an only child and she's always helping her like she helps her mom and like she does all these tasks 
 without like too much complaining. I guess like the one thing I was like confused about was like how she kept on putting off the back of like Matt Saracen. She just kept on like not being receptive to his like advances until like the very end we saw like the beginnings of like her opening up at the dance recital, but I mean she's overall she's just a really good like feel good character in the story.
 Someone who like I don't know like I could definitely see myself like being friends with or like someone who's like really just like someone who's really nice and that's like really refreshing because like there's so much stuff that goes down in the story and like so many bad people that it's just like good to see like one character at least there's like a decent teenager."
SID000868,LandryClarke,"Okay Landry's kind of just there he's kind of just like Matt's best friend who he is like funny and like provides like the moments of comic relief. He's like 'oh like Matt like now that you have like a top tier girl like you know we should like go out with them together like I should get one too or whatever' and just like he's just funny, he's just there. I don't know I mean like he's kind of supportive of Matt 
 and the way like he drives him to practice everyday and like helps him out. But I mean besides that he hasn't really evolved into that big of a character in terms of the beginning of the series. I mean I can't making too much of a judgment on him just based off of like a small interaction like with the like with the rest of the people in the movie He just seems like just a nutty, funny boy who
 is there for laughs and giggles. Someone who just provides like comic relief from like the rest of the tense situations. He like wants things for himself but that's just like that's just the way he is. In terms of  like he like he like like the fame and glory that Matt gets. But I mean that's just, it's not in like a malicious way, it's just like in like a funny, joking way. 
 Yeah he's just like a funny character, there's really nothing more to say about him."
SID000868,LylaGarrity,"Lyla, even though she can come off as like ditsy or just looking like in Wonderland almost, it's like it's like very clear to see like she comes from a place of like well like good meaning and like support and she's and she's a very caring individual who is just thrust into a really hard situation because like her boyfriend 
 is like down and out and then like she somehow still has feelings for her boyfriend's best friend and it's just like it's really hard for her to leave him now because she's always been super supportive and she still likes him a lot but it's just like he's like kind of pushing her away and then like she kind of feels like oh like there's someone else out there who can make ? like something better and even her parents don't support her so it's really hard for her and like I understand that like all her 
 struggles that she has to go through and she really takes it all really well and she remains really positive throughout the whole ordeal, throughout the whole ordeal which is just like really remarkable. She shows like incredible mental toughness and mental strength and she's able to really push through and persevere when it when times get like super tough and like think seems super bleak. 
 Her positivity is it's it's annoying but it's also like like something that we need in the show because like if everyone was as like depressed as Tim was it would it would just make for a really depressing atmosphere, sad atmosphere and so like the Lyla's, Lyla really has a lot of internal struggle within herself and she has to find out what she really wants."
SID000868,MattSaracen,"Matt's a really mature boy who has to go through a lot and shoulder a lot of responsibility throughout the whole entire movie, with all of his football struggles and with his Grandma and his dad being in Iraq and then just being like thrust into a new light of like intense scrutiny, having to live up to one of the best quarterbacks ever to play the game in high school football. So he deals with a lot but in spite of that he
 has a really mature and grown-up way of going about it he knows his priorities, he knows what matters to him, and like he has like moments of like immaturity where like he's pressured into doing stupid things like beating up the car but I mean like it's just like you can't really fault him for that cuz like he's being pressured into it he doesn't really have a way out, he always could have said no but I mean it just the way the 
 series happens. He's a really good kid. I don't think that like many people in high school could go through what he goes through and like still come out so strong and mature the way he like did, like with no mother and like really just no family and like he has to be the man of the house with just his Grandma in there. I think one of the funny things about him is
 he's always trying to pursue the coach's daughter which is like really interesting and it's like really funny and quirky how he tries to but like continuously gets turned down by her but like still goes after her in spite of all that. And I mean he's just a really good really good kid, really good character, someone who like makes you someone who's like heartwarming and someone who knows like what he's all about."
SID000868,SmashWilliams,"Smash Williams is one of the characters who really like remains the same throughout the whole entire like 4 episodes from the get-go he's very, he comes off as very selfish or confident and very cocky about his football abilities and where he's going to end up in life. I think he's being recruited to the USC or something he mentioned that in the beginning and 
 as like the show progresses and and like a lot more problems start to occur with the quarterback getting injured and like teams expectations being too high, he sort of initially at first tries to like make himself brand himself as the leader but he doesn't do it in the right way and just comes off as like selfish and really probably and no like really like immature. 
 But then there's that one scene when they're running and like on the hills and like he establishes himself as like a true leader of the team by leading them in chants and like pushing them to like do more sprints and like really embracing the hardship and like finally accepting like his role of team leader and how he's supposed to be. He still remains like really cocky and also like when it comes to girls especially like 
 Tim's girlfriend he's always like trying to go after her and which just like highlights the immaturity again which I think is like a big thing for him about he's really about how he's really just just like your typical like high school boy who's driven more by like testosterones and feelings more than like rational like thought-out judgement."
SID000868,TamiTaylor,"So Tami is the mom, really the mom of the whole story. She's really supportive of her husband like even through all the hardships and all the stuff that he puts her through such as like throwing that party when like on like such short notice and like having to like, kind of like rushing around on the day of and like clean up after him but like in spite of that like she remains 
 on his side throughout the whole entire time and she also really cares about like other people who like aren't in her family too. This like like on top of like taking like the job for like extra cash for the family, she also like really cares about Matt Saracen and not just like Matt Saracen but also just like the rest of the team and like their feelings like what they're thinking like outside of football. And like she like really understands that it's not just about the game it's about like 
 human beings and how like and like their mental state outside of the game and like what hardships they're dealing with. So she's just a really caring person. Also like she's just like put under a lot of stress being like the wife of someone who's under so much scrutiny every day and she holds up to it very well. She's very strong, very mentally stable. 
 And she's not like one of those she's not like the typical women in as like in the rest of the movie where they're always like gossiping. She's kind of just like holds firm in her beliefs, doesn't let herself get sucked in to like all the crazy politics and gossip too much. Really stays true to her roots and doesn't let any of the outside talk phase her too much. She's kind of like the voice of reason to calm down the coach sometimes, get a little bit tough."
SID000868,TimRiggins,"Wow so Tim Riggins is really portrayed as a dark moody character who drinks a lot but doesn't share his feelings, he's a real tough guy. And it's clear that like beneath this hard exterior there's someone who's really soft and like probably quite
 broken inside and like he blames himself for a lot which there's like no reason to. And like he goes and like he goes through like struggles just as much as any other character does in the movie but the way he takes them is really negative cuz he just over-drinks, cuts himself off from people, and it's I wouldn't say it's shameful but it's more just like disappointing on like how poorly he reacts to
 hardships. He's not he's not mentally strong enough to just like accept things for the way they are and like try and make them better and move on, he's unable to do that. He also, he and Lyla also have like a thing that looks starts to like really blossom and it's like really confusing cuz like as Jason's best friend he doesn't even go see him but like then he starts like hooking up with his girlfriend which is just like wow like okay you can't go see your best friend 
 but you can go and like make-out with his girlfriend while they're still together it's kind of like he's really going behind his back and it's it's really distasteful as as a best friend and just like as a human being in general. So I really don't have a whole lot of respect for him like at the end of these four episodes, but I feel like as like time goes on we're going to see him really mature and he's like he's probably going to come to the realization it's like do something better."
SID000868,TyraCollette,"okay Tyra is one of like not even a ? girl, she's just kind of a girl who's really scheme-ish and devious throughout the whole four episodes. She's really she just you never know what she's thinking, but the one thing that remains consistent that she's always out for herself. She doesn't really care about other people. And like even when she tries to 
 come off as like she cares about Tim when he's like golfing on the side of the like canyon or whatever, it just doesn't seem genuine because we don't really see much of her thoughts or like her introspection throughout the movie and all we really like see is like how she's comes into like every scene like really like 'oh like I'm like the hottest girl ever and like you guys are all like not worthy of like
 my attention' and like she like really like plays with Smash and his feelings. She even hooks up with him at one point which is just like okay because she still dating Tim. She's just really not a good person, doesn't doesn't have respect for others, doesn't have loyalty most of all. She is nice to Jason Street at one point but she gives him a kiss which makes zero sense cuz 
 she's not his girlfriend which once again just highlights how she's a scheme and how she like doesn't know boundaries or just not even doesn't know boundaries, doesn't respect them and she just thinks that like 'oh I can take whatever I want'. So yeah she's just a really, if I had to say one word it would just be devious, devious character who's always plotting something."
SID000872,BuddyGarrity,"So Buddy Garrity is a just a community member who lives in the town of Dylan. He is Lyla Garrity, the cheerleader's Dad, Buddy is an older guy he looks he seems older than most of the other characters in the show and he's a little bit on the heavier side. He is very involved with the football team and very vocal 
 about what he thinks the coach should be doing whether that's the players that he thinks that should be used to play or the actual football plays that the coach calls. He's very critical and very involved and he uses a lot of manipulative tactics to kind of get what he wants which is basically another championship for Dylan High School, he's very passionate about it but his passion kind of makes him disrespectful 
 and again very manipulative and his mind can be pretty one-tracked and he just focuses on one thing without considering the other factors at play or the other important characters that should be involved in certain decisions.He just very he thinks he can speak for everyone and it's just very confident and  
 just a very intrusive person in that sense because he thinks he knows how to control the football team where he knows what is best for it without actually ever really being a part of at least not being an active part of it currently."
SID000872,CoachTaylor,"Coach Taylor is the new coach for the Dillon high school football team. He's the main character of the show he this is his first season with this high school so there's a lot of pressure for him to perform. He has a wife who is also the counselor at the high school and a daughter who is a student at the high school. He's a family man and a man with strong faith system but he 
 above all is very passionate about football and being a good coach and getting his team to the State Championship that's one of his biggest goals. He's a very hard coach, he really tests his players and put them through a lot both physically and emotionally but it's in hopes of creating a stronger team so that they can so tey can do well in the championship or make the championship 
 but it's very clear that he's under a lot of stress and a lot of pressure because not only the do the students and the high school want to win, but the entire town is so invested in the football team so he faces a lot of criticism for his plays and his decisions and he's not a man who can sit and take the criticism he grows kind of impatient and resents any kind of disrespect or criticism that comes his way but he 
 is growing and he begins to become more understanding of his students and also starts to play a more fatherly role in in their lives especially since most of them are going through a lot just generally or following the injury of the former starting quarterback. So he's really growing and getting past his impatience and anger to become more understanding."
SID000872,JasonStreet,"Jason Street was the starting quarterback for Dillon High School Panthers but during one of the first games in the season he ended up hurting his spine by landing awkwardly on his neck when he was trying to block he was trying to tackle someone, so or he got tackled, but because of that he ended up hurting his spine so he's now pretty much paralyzed from the waist below 
 with limited movement of his upper body and arms. He was he is everyone's favorite because he's the star quarterback and a big big member of the Dillon high school football team and the whole culture surrounding that. He is he was in the hospital for a while recovering and he's recently moved into a rehabilitation center 
 and he's been filled with these feelings of despair and just a lack of hope that he'd never be able to have the life that the he had dreamed for himself. He wanted to go be a pro football player, marry his girlfriend Lyla, but because of his injury he thinks none of that would be possible but so far at this rehab center he's discovered that he actually could potentially regain 
 some of his dexterity. He's able to throw a glass off of a table or swat off which is a good sign to him that he can get past this and maybe try to get closer to the life he used to have."
SID000872,JulieTaylor,"Julie Taylor is the daughter of Coach Taylor and Tammy Taylor. She is their only daughter and she's about 15 years old. She's shy and kind of timid, she seems to still be adjusting to the high school culture and probably the culture of the football and cheerleader kind of vibes and that whole that whole kind of dynamic that exists within the high school. 
 She also seems to be more of a mama's girl so she generally seems to have like a leaning towards her mom they have an interesting relationship. And she is a dancer, she does an interesting style of contemporary dance and she had a dance performance which her family attended as well as Matt Saracen.  
 She is the love interest of Matt Saracen but it's I'm not sure it may be unrequited at this point. She seems to be pretty pretty standoffish with her interactions with Matt Saracen and a lot of the other members on the football team, but I think that's because she's still trying to navigate her role as the daughter of  
 the prominent football coach."
SID000872,LandryClarke,"So Landry is Matt Saracen's good friend. He is probably in the same grade as Matt Saracen. He's tall and has strawberry blonde hair and is pretty humorous, he seems to be a source of humor throughout the show. He isn't an athlete or anything so he doesn't really partake in the football slash cheerleader community outside of his 
 connection with Matt and whatever Matt brings him to. He is like I said he's pretty funny beyond that he doesn't really play much of a role besides being a sidekick slash best friend to Matt."
SID000872,LylaGarrity,"Lyla is a cheerleader and she is the girlfriend of the former starting quarterback Jason Street. She is the daughter of a prominent town member. She is brunette and tall and slim. She is very hopeful for Jason's recovery and kind of deluded. She comes across as ditsy for a 
 good period of time because she doesn't accept the fact that her boyfriend is now crippled and a lot of the plans that they had for their future will probably not happen. Lyla is also kind of weak-willed because she doesn't really she doesn't know how to control her emotions that well which leads her to make rash decisions  
 like cheating on her boyfriend with his best friend and but other than that she is very supportive and she has a strong I guess faith system, she's very hopeful and she is just very committed to a her beliefs 
 and her religious hopes and what she thinks can help her husband her like boyfriend and her future. She's pretty one-minded, she doesn't really see the reality of things but that's how she is, she's very optimistic."
SID000872,MattSaracen,"Matt Saracen is the second string quarterback for the Dillon High School football team. He started playing after Jason Street had his accident. Matt is kind of, he's younger than the rest and he seems more naive and less confident, he doesn't really know much about his own abilities or who he is or where he stands within the high school community and even the football community
 and he's just trying to find his way and gain the confidence to be a good quarterback and to finally believe in himself that he is capable of taking the team to a championship and proving everyone in his life proud. He lives with his grandmother who's going slightly senile and his dad is abroad and is a solder in Iraq
 so Matt is responsible for taking care of his grandmother and making sure she takes her pills, making sure that she's safe, and that pressure of taking care of a family member and making his dad proud as well as fulfilling what the town sees is his duty as a quarterback to get the team to the state championship he's under 
 a lot of pressure. He's kind of dorky and he has a crush on Coach Taylor's daughter and so he make he tries to make multiple passes at her and plays and he plays the nice guy card a lot because he is one but she just isn't really picking up on any of it which leaves him just even more awkward and uncomfortable and dorky."
SID000872,SmashWilliams,"So smash is a football player on the Dillon high school football team. He seems to be probably a wide receiver or something of that sort. He is very adamant on going pro, he really believes that he will go pro, it's not a question of if but when to him and he thinks that playing for Dillon High School and getting to the Championships is his way of doing that. 
 And he is a very confident guy, he is wildly confident, he doesn't have much respect for the rest of his team members or anybody who really questions him or his actions. He usually just brushes them off or tells them off because he doesn't care about anyone else's opinions other than himself but and he's also a ladies man. He tries to get with a lot of girls and he's a 
 prominent figure I think with it especially within the African-American Community because it looks like he was originally one of the few if not the only African American player on the Dillon high school football team and he comes from what appears to be a relatively low income neighborhood or background just based on his house what we've seen of his house compared to the other members 
 but he is someone with a strong desire and commitment for what he wants. I think he just has a tough guy persona where he acts disrespectful towards authority figures but deep down he does understand the importance of discipline and he and of discipline and a strong cohesive team and teamwork."
SID000872,TamiTaylor,"Tami Taylor is the wife of Coach Taylor. She is played by Connie Britton and she is a very nice and gentle character. She's very hospitable she whenever Coach Taylor has something he she begrudgingly accepts and she fulfills her role and is a very supportive
 wife and mother. She is also a guidance counselor in the high school that in Dillon high school which is where she and her husband work. She is fiery and is willing to kinda speak her mind and put her husband in place whenever she sees fit but at the end of the day she still stands by him."
SID000872,TimRiggins,"Tim is a football player. He is probably defensive lineman and he is best friends with Jason Street. Football is really important to him but he comes across as potentially mildly racist or prejudiced because he doesn't like Smash. He's tall and has long hair. He is the on-again-off-again boyfriend of slash partner of Tyra. 
 Tim has a really tough and kind of just standoffish personality but within that he is very lonely and he really takes Jason's injury to heart and he thinks that he's responsible for it which leads him to make a lot of terrible decisions like never visiting Jason in the hospital because he's so ashamed, drinking excessively, 
 and eventually making the mistake of sleeping with Jason's girlfriend. Tim just is going through a lot emotionally and he has a lot of anger which he doesn't unload enough and throughout the show we see his methods of trying to address that anger and that sadness but a lot of them tend to be just self-destructive. He likes to really isolate  
 himself or just get drunk to avoid his issues, but it's not an effective way so we just see he's like he just goes through a lot of pain throughout the show so far."
SID000872,TyraCollette,"Tyra is one of the football players the one with the longer hair Caucasian one. His on and off girlfriend, they have a very tumultuous relationship. She seems to be the opposite of Lyla, she's more of a bad girl and she does what she wants. She's not held down by anyone or anything, she doesn't really belong to any community or is defined by any community aside 
 from what she wants to do and wants to be a part of. She has this tough-girl exterior, but within it she's actually seems to be very sensitive and a very caring person and she just wants someone to see her or I guess appreciate her, but she's struggling to communicate that feeling with people because of her own pride and also she just chooses the wrong people to find that within. 
 She has short blonde hair and she's tall has really long legs and is very skinny. She drives a truck, she cares a lot about her her boyfriend slash on-and-off-again kind of partner hook up whatever that situation is but she refuses to really let that show but
 during the show there's a moment where she really does put her guard down and ends up disappointed with the outcome but that shows that there's more to her as a character and there's probably some deeper issues that would be explored in the future."
SID000875,BuddyGarrity,"Buddy Garrity is Lya's dad. Unclear if he's a single father I don't think we've seen any scenes of him with his wife. Appearance-wise just like a kind of kind of big, like grayish blonde hair kind of put back in a mullet in a way. Personality-wise I think he's pretty 
 sleazy. Coach Coach Taylor's been trying to work on getting Saracen ready for the upcoming season and Buddy was  focused on recruiting another quarterback, this Katrina refugee and he put on this huge show about how he really cared about his family and his well-being when clearly he only wanted the football team to win so that didn't sit too well with me. 
 And like he went on the news with with the kid maybe like a radio show and he was like yeah like we're just so happy to be able to help him and all this stuff and he always he always finds a way to put Coach Taylor in a bad situation like at the barbecue he's asking about who he was going to start when like clearly he hadn't decided yet and things like that. He doesn't seem like he really cares about anything but the football team and himself so
 that's pretty much it. Not that important of a character in my eyes, other than bringing in Voodoo, but yeah."
SID000875,CoachTaylor,"Alright yeah Coach Taylor, I really like his character. He's he's put in a tough spot he pretty much only got the job as head coach because of Jason's what he said and he gives Jason all this time and he was supposed to lead them to the state championship. Now he has to deal with Saracen and now Voodoo and puts him in a tough spot because I think he's emotionally invested in Saracen like he saw him get beat up and he wouldn't rat his teammates, he's like 'yeah
 this is a good kid I want this kid to be a starting quarterback no matter his talent'. Then you have Voodoo who's just incredible but kind of like a dickhead so is like his life with football is pretty tough right now and then back at home is also also rough with his wife, I guess they just made up but he undermined her job like said it wasn't that hard like gave her really 
 late notice for the BBQ they threw and then pretty much almost missed his daughter's dance recital. So he's definitely, he's defnitely a dad I think who is so invested in like he definitely has a lot of love for the both of them but he's so invested in his in his work that that he's not able to properly show it to them because he just he just cares about the football team so much. I think he likes he's like the perfect amount of compassionate and aggressive I think. 
 Like he literally made them run wind sprints I don't even know like it was nighttime already in the pouring rain and then make one of the players walk home because one of them disrespected him on TV. And I think it was a long way being a coach, you have to gotta be able to understand your players as well as discipline them so I think that may play a role with Voodoo later and probably why Voodoo won't get the start because he has such bad attitude. Yeah."
SID000875,JasonStreet,"Alright so Jason street is the Talk of the Town. He got injured in the first episode, sorry he got injured in the first episode. He was committed to Notre Dame I think, he was thinking about playing professional football, he was literally I think the best quarterback in the state. Then he got injured and he lost the use of his legs, he got paralyzed and we've seen his character kind of change a bit from
 kind of the chipper inspirational guy that he was before like he would, he would like give speeches to like the Pee Wee league and all that stuff to a kind of more bitter guy as he evaluates what's going on with the rest of his life. We see him get in a fight with Lyla because he's like 'no, everything is not going to be fine, I'm not going to get to use my legs back like stop, stop being in this fairytale like like you gotta accept reality' and like as he's coming to terms with that and seeing other people in the same place as him at the rehab facility he realizes that 
 just how grim the situation is for him. At the end of episode four we do see him get a little bit more character development as he gets fired up at his roommate and slaps a glass off the table. I'm pretty sure that he hadn't even tried to use his arms or hands yet and we see him then we see him do that, like we see him look down at his arm afterwards like 'whoa, did I just do that'. So I think we're gonna see him finally coming to terms with the situation and accepting that like that's who he is now and then we'll see how his personality 
 changes after that. But I mean appearance-wise I think he is like 6, 6-1, 6-2 like I don't know. Pretty normal-looking, brown hair short not a buzz cut pretty short though. Yeah."
SID000875,JulieTaylor,"Alright so we have Julie Taylor, daughter of Coach Taylor and Mrs. Taylor. I'm not really sure what my opinon on her is yet she just started off, she started off to me kind of full of herself with when we saw her at the diner she's like 'oh I don't eat with football players and I don't eat with you.' She said that to, what's his name, Landry and Saracen, like I don't know she definitely thought that she was cooler than she was. And then she kept on she kept on curving up 
 Saracen when he just wanted to talk and I don't know he's a nice guy, didn't give him the time of day to talk, and then finally at her dance recital when he ended up being there after his fight, they had a pretty lengthy conversation and she seem like she actually enjoyed it. He was talking about Jackson Pollock just kind of being like his goofy self and like I don't know I think she found that ? kind of interesting. Yeah not much more to say. She's a dancer, she's long blonde hair. 
 Yeah I think that's pretty much it."
SID000875,LandryClarke,"Honestly I doubt I'll even talk for 2 minutes on this guy I mean he's he's Saracen's best friend, I don't know since how long but overall he doesn't really bring too much this show. I mean he drives Matt to practice, I don't know like spends a lot of time at his house. I think he has red hair, kinda fro-y. I mean, I don't know. He's pretty awkward around girls, we saw that when he tried to talk to 
 Julie. I mean he's Matt's biggest fan other than his grandma I suppose so. I don't know, that's pretty much all I got on him."
SID000875,LylaGarrity,"Okay so Lyla is a cheerleader. Like brown hair, I don'tk know average height. At the beginning of the show or I guess first two episodes first three episodes I really liked her. She's like immensely in love with Jason like they had this whole plan figured out. She was really sweet after got he injured, she'd go to the hospital everyday like bring him flowers like even on her own birthady decided to go see him in the hospital. 
 But then after her little fight with Jason where he told her to stop being so naive basically I realized that she was living in her own fantasy world and then she went and hooked up with Tim Tim which didn't sit well with me. Like her paraplegic boyfriend isn't getting better like he apologized and I don't know if she's, she did it twice, it was 
 recurring so. I also think that she doesn't like she doesn't really have feelings for Jason anymore because and she thinks she's like she said she was cutting things off with Tim and then ended up hooking up with him again. Showed up to his transfer late after she promised she would be there the night before. But she's definitely in a tough spot right now, just with  
 in terms of her entire plan with Jason possibly not happening anymore and with her new relationship with Tim which is going to make things very complicated especially since the town is so small and all they all know each other so. Yeah."
SID000875,MattSaracen,"Oh yeah so Matt Saracen is the backup he was the backup quarterback for the Dillon Panthers. He didn't get very much playing time because Jason Street the initial starting quarterback took all of it away so when he finally got into his first game after Jason was injured he was really nervous, not doing too well and then he ended up winning the game for them. 
 Personality-wise, he's a really sweet kid, he takes care of his grandmother while his dad's off I think he said he's in Iraq. He has like a pretty small little home, he has to make sure she takes her medicine because she's suffering from dementia so his life overall is pretty stressful because being thrown into the number one football team in I think the state of Texas as a backup quarterback, he now has to 
 keep the team together and keep winning games, is really stressful when you also have to be taking care of your grandmother and have no help from your parents. So he also has a pretty big crush on the Coach's daughter, Julie. And we've seen throughout the first episodes him trying to get her attention traditionally at the burger place and then season four ended with him actually talking to her for a pretty long time after her dance recital
 that he went to. He's also kind of susceptible to peer pressure as we saw when they pressured him into going to vandalize the rivaling teams car. Yeah, he said he didn't want to initially and Tim, Tim was able to convince him to. He's like a pretty average-looking, average height, white guy with brown hair. Yeah."
SID000875,SmashWilliams,"Smash, I mean, I don't really know if I like him or not. He's really impulsive, really full of himself, definitely definitely thinks he's a ladies man as we can see from all the scenes of him, all the scenes of him in the diner. I really liked when when Voodoo came to the party and changed his music and up to him because I don't think Smash has ever had someone stand up to him like that,
 maybe I guess he had Tim kinda do that, but no one's ever like stone cold made him go silent so I thought that was pretty dope. He he has a rivalry with Tim, I really think that's going to escalate to some sort of fist fight soon, especially since he hooked up with Tyra who was Tim's girlfriend. He's an incredible running back, I think he's 
 I think he's the only black main character not really sure. Like yeah incredible running back way way too full of himself off of the field though especially when Saracen had to step in as backup quarterback he kept talking a lot of trash about how he had to lead the team and how he knows what like what has to be done, so that's definitely annoying. We haven't seen too many family scenes, but from the looks of it even at home 
 he's way way too full of himself, like bosses his sister around, doesn't doesn't like doesn't help with the groceries, doesn't open the door for himself, he also single-handedly made the team run in the rain and do wind sprints up a hill. So he doesn't seem to care too much about the well-being of his teammates, just looking out for himself which often ends poorly for him. So yeah."
